ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,LIGHT_CONDITION_DESC,NODE_ID_x,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,NODE_ID_y,NODE_TYPE,AMG_X,AMG_Y,LG_AREA_NAME,REGION_NAME,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE
T20140004641,6/3/14,07.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,44,D,7,2,Dusk/Dawn,267485,1,1,1,0,0,0,1,2,T intersection,2,100,267485.0,I,2424683.23,2516514.326,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.84816,144.1554,3551.0
T20140004729,7/3/14,09.41.00,3,Struck animal,5,Friday,167,STRUCK ANIMAL                        ,VCS,9,65,D,8,1,Day,267390,1,1,1,0,0,0,2,5,Not at intersection,2,999,267390.0,N,2693535.991,2456021.04,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-37.37631,147.18556999999998,3862.0
T20140004884,8/3/14,21.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,419,A,4,5,Dark No street lights,270279,1,3,0,2,0,1,1,5,Not at intersection,3,100,270279.0,N,2533100.722,2466503.783,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.30128,145.3734,3717.0
T20140005106,6/3/14,20.55.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,48,H,5,2,Dusk/Dawn,270104,1,1,0,1,0,0,2,5,Not at intersection,3,100,270104.0,N,2626646.158,2532398.946,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.69951,146.41749,3678.0
T20140005175,13/3/14,00.10.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,23,D,2,5,Dark No street lights,30411,1,1,0,1,0,0,1,2,T intersection,3,80,30411.0,I,2518711.115,2422043.942,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.70231,145.21219,3097.0
T20140005269,14/3/14,02.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,414,E,5,5,Dark No street lights,267556,1,1,1,0,0,0,1,5,Not at intersection,2,100,267556.0,N,2447978.498,2465598.25,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.30858,144.4131,3444.0
T20140005357,15/3/14,06.55.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,30,C,3,2,Dusk/Dawn,270347,1,2,0,2,0,0,1,5,Not at intersection,3,100,270347.0,N,2421320.61,2598641.531,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.10774,144.12614,3575.0
T20140005502,17/3/14,12.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,31,G,6,9,Unknown,270298,1,1,0,1,0,0,2,5,Not at intersection,3,100,270298.0,N,2489418.945,2580561.435,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.27388,144.88223,3622.0
T20140005550,18/3/14,04.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,459,C,4,5,Dark No street lights,269760,2,2,0,0,1,1,1,5,Not at intersection,1,80,269760.0,N,2535299.204,2369722.942,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.17321,145.40282,3981.0
T20140005634,18/3/14,22.45.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,97,G,8,5,Dark No street lights,269774,1,1,1,0,0,0,1,5,Not at intersection,2,80,269774.0,N,2618626.392,2345827.976,LATROBE,EASTERN REGION,RURAL_VICTORIA,-38.38151,146.35752,3869.0
T20140005746,20/3/14,00.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,21,B,5,5,Dark No street lights,270338,1,1,0,1,0,0,1,5,Not at intersection,3,100,270338.0,N,2411239.905,2643404.667,GANNAWARRA,NORTHERN REGION,RURAL_VICTORIA,-35.70346,144.01931000000002,3579.0
T20140005856,21/3/14,17.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,62,C,8,2,Dusk/Dawn,269780,1,1,1,0,0,0,2,5,Not at intersection,2,100,269780.0,N,2559282.725,2452933.662,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.422270000000005,145.66982,3717.0
T20140006042,23/3/14,15.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,285,H,10,1,Day,270404,1,2,0,1,0,1,2,5,Not at intersection,3,90,270404.0,N,2543858.375,2413823.076,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.775529999999996,145.49786,3139.0
T20140006116,20/3/14,19.40.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,37,G,1,2,Dusk/Dawn,270344,1,1,0,1,0,0,2,5,Not at intersection,3,50,270344.0,N,2527843.596,2417256.15,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.74522,145.31593999999998,3116.0
T20140006806,27/3/14,18.50.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,55,H,3,2,Dusk/Dawn,269737,1,1,1,0,0,0,2,5,Not at intersection,2,100,269737.0,N,2268409.085,2485706.326,NORTHERN GRAMPIANS,WESTERN REGION,RURAL_VICTORIA,-37.10025,142.39406,3401.0
T20140006831,2/4/14,16.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,44,J,4,9,Unknown,270587,1,1,0,1,0,0,2,5,Not at intersection,3,100,270587.0,N,2454758.781,2538091.054,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.65562,144.49393999999998,3557.0
T20140006854,2/4/14,20.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,703,L,11,5,Dark No street lights,269829,1,1,1,0,0,0,1,5,Not at intersection,2,100,269829.0,N,2592358.328,2365123.419,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-38.21071,146.0545,3823.0
T20140006962,4/4/14,00.06.00,3,Struck animal,5,Friday,167,STRUCK ANIMAL                        ,MEL,40,183,C,12,6,Dark Street lights unknown,283015,1,1,0,1,0,0,2,5,Not at intersection,3,60,283015.0,O,2506741.313,2427530.996,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.65303,145.0764,3082.0
T20140007105,6/4/14,06.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,93,D,7,5,Dark No street lights,270764,1,2,2,0,0,0,1,5,Not at intersection,2,100,270764.0,N,2425779.725,2352250.221,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.3283,144.15126999999998,3240.0
T20140007194,4/4/14,19.50.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,20,H,7,2,Dusk/Dawn,270672,1,1,0,1,0,0,1,5,Not at intersection,3,100,270672.0,N,2405615.225,2631228.895,GANNAWARRA,NORTHERN REGION,RURAL_VICTORIA,-35.81264,143.95569,3579.0
T20140007418,10/4/14,05.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,308,E,6,5,Dark No street lights,270912,1,1,0,1,0,0,2,5,Not at intersection,3,100,270912.0,N,2546445.146,2405766.378,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.848,145.52773,3139.0
T20140007455,10/4/14,10.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,77,B,2,1,Day,271425,1,1,0,1,0,0,1,5,Not at intersection,3,100,271425.0,N,2412021.562,2441824.935,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.520109999999995,144.00466,3352.0
T20140007497,2/4/14,05.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,59,J,5,2,Dusk/Dawn,270618,1,1,0,1,0,0,2,5,Not at intersection,3,100,270618.0,N,2452846.245,2475706.144,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.21775,144.46865,3444.0
T20140007660,12/4/14,21.55.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,3,F,8,5,Dark No street lights,270780,1,1,0,1,0,0,1,5,Not at intersection,3,100,270780.0,N,2250283.542,2783941.662,MILDURA,WESTERN REGION,RURAL_VICTORIA,-34.409290000000006,142.28586,3494.0
T20140007939,17/4/14,00.23.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,277,D,9,5,Dark No street lights,108840,1,2,0,1,0,1,1,5,Not at intersection,3,100,108840.0,N,2542308.45,2423897.021,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.68484,145.47968999999998,3770.0
T20140008022,18/4/14,01.20.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,43,D,3,5,Dark No street lights,270062,1,3,1,0,0,2,1,5,Not at intersection,2,100,270062.0,N,2382862.353,2541196.466,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.62146,143.69027,3517.0
T20140008035,9/4/14,14.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,76,E,7,1,Day,270753,1,1,0,1,0,0,2,5,Not at intersection,3,100,270753.0,N,2390599.785,2408310.251,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.81981,143.75738,3352.0
T20140008103,19/4/14,00.05.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,50,E,5,5,Dark No street lights,270887,1,2,0,1,0,1,1,5,Not at intersection,3,100,270887.0,N,2697524.752,2530599.925,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.70355,147.21104,3697.0
T20140008143,19/4/14,22.10.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,37,A,4,5,Dark No street lights,270898,1,1,0,1,0,0,1,5,Not at intersection,3,100,270898.0,N,2726741.0,2590339.595,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.15876,147.52024,3704.0
T20140008154,19/4/14,14.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,50,J,4,1,Day,270077,1,1,1,0,0,0,1,5,Not at intersection,2,100,270077.0,N,2718025.875,2533904.896,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.669259999999994,147.43948,3701.0
T20140008280,22/4/14,13.36.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,278,A,6,1,Day,108860,1,1,0,1,0,0,1,5,Not at intersection,3,80,108860.0,N,2544926.712,2425110.571,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.67378,145.5093,3777.0
T20140008300,22/4/14,16.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,667,O,10,1,Day,270612,1,1,1,0,0,0,1,5,Not at intersection,2,50,270612.0,N,2558596.198,2619101.453,MOIRA,NORTH EASTERN REGION,TOWNS,-35.9248,145.64926,3644.0
T20140008559,16/3/14,10.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,59,H,4,1,Day,270369,1,1,0,1,0,0,2,5,Not at intersection,3,100,270369.0,N,2445926.747,2484932.591,MOUNT ALEXANDER,NORTHERN REGION,RURAL_VICTORIA,-37.13423,144.39135,3448.0
T20140008850,27/4/14,16.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,46,C,7,1,Day,270999,1,1,0,1,0,0,2,5,Not at intersection,3,100,270999.0,N,2508543.051,2515880.528,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.856840000000005,145.09581,3608.0
T20140009156,3/5/14,22.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,389,H,8,5,Dark No street lights,204351,1,2,0,2,0,0,1,5,Not at intersection,3,80,204351.0,N,2504641.239,2433856.089,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.59605,145.05256,3750.0
T20140009173,3/5/14,10.00.00,3,Struck animal,6,Saturday,167,STRUCK ANIMAL                        ,VCS,9,57,G,3,1,Day,301942,1,1,1,0,0,0,1,5,Not at intersection,2,100,301942.0,O,2352265.0583,2488901.2244,PYRENEES,WESTERN REGION,RURAL_VICTORIA,-37.0884,143.33801,3478.0
T20140009189,1/5/14,17.45.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,50,B,6,5,Dark No street lights,270819,1,1,1,0,0,0,2,5,Not at intersection,2,100,270819.0,N,2680332.175,2525272.629,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.75499,147.01991999999998,3741.0
T20140009257,26/4/14,14.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,278,B,3,1,Day,271645,1,1,0,1,0,0,1,5,Not at intersection,3,60,271645.0,N,2545291.705,2426317.349,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,TOWNS,-37.662890000000004,145.51337,3777.0
T20140009472,6/5/14,18.20.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,21,C,8,2,Dusk/Dawn,271612,1,2,0,1,0,1,1,5,Not at intersection,3,100,271612.0,N,2418812.353,2618962.059,GANNAWARRA,NORTHERN REGION,RURAL_VICTORIA,-35.9244,144.10041999999999,3568.0
T20140009647,10/5/14,01.18.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,344,D,5,5,Dark No street lights,271717,1,2,0,1,0,1,1,5,Not at intersection,3,90,271717.0,N,2468056.064,2420650.934,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.7145,144.63768000000002,3335.0
T20140009957,18/4/14,06.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,428,E,2,2,Dusk/Dawn,271035,1,1,1,0,0,0,2,5,Not at intersection,2,80,271035.0,N,2519354.723,2445655.332,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.489540000000005,145.21888,3757.0
T20140010043,15/5/14,10.45.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,73,G,3,1,Day,271204,1,1,1,0,0,0,1,5,Not at intersection,2,100,271204.0,N,2265378.629,2427664.867,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.62233,142.34174,3294.0
T20140010558,22/5/14,09.14.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,393,E,3,1,Day,271924,1,1,0,1,0,0,1,5,Not at intersection,3,100,271924.0,N,2519205.844,2436075.993,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.57586,145.21743999999998,3099.0
T20140010769,16/4/14,17.02.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,388,B,11,2,Dusk/Dawn,271995,1,1,0,1,0,0,2,5,Not at intersection,3,80,271995.0,N,2498346.209,2433005.679,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.60372,144.98127,3750.0
T20140011039,23/5/14,18.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,37,C,5,2,Dusk/Dawn,272421,1,1,1,0,0,0,2,5,Not at intersection,2,100,272421.0,N,2738617.907,2583247.348,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.21975,147.65438,3691.0
T20140011053,28/5/14,20.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,2J,A,4,3,Dark Street lights on,272018,1,1,0,1,0,0,1,5,Not at intersection,3,50,272018.0,N,2494077.117,2407103.975,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83709,144.93271000000001,3207.0
T20140011083,29/5/14,06.56.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,45,D,5,2,Dusk/Dawn,271707,1,2,1,0,1,0,1,5,Not at intersection,1,100,271707.0,N,2472276.476,2528478.922,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.74293,144.68954,3551.0
T20140011560,4/6/14,18.35.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,211,F,6,5,Dark No street lights,277435,1,1,0,1,0,0,1,2,T intersection,3,90,277435.0,I,2538832.094,2390814.564,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.983059999999995,145.44201999999999,3808.0
T20140011746,6/6/14,19.50.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,646,J,12,5,Dark No street lights,271655,1,1,1,0,0,0,9,2,T intersection,2,100,271655.0,I,2501108.94,2453383.3,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.4201,145.01253,3756.0
T20140011932,9/6/14,18.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,22,G,8,2,Dusk/Dawn,272803,2,2,0,1,0,1,1,5,Not at intersection,3,100,272803.0,N,2529157.187,2619176.495,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.92548,145.32307,3637.0
T20140012058,9/6/14,21.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,61,D,5,5,Dark No street lights,271688,1,1,1,0,0,0,2,5,Not at intersection,2,100,271688.0,N,2511978.059,2474727.396,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.22768,145.13499,3658.0
T20140012480,7/4/14,18.40.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,30,C,3,5,Dark No street lights,272031,1,2,0,1,0,1,2,5,Not at intersection,3,100,272031.0,N,2421008.235,2599005.796,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.10443,144.12271,3575.0
T20140012963,29/5/14,22.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,83,H,8,5,Dark No street lights,272204,1,1,0,1,0,0,2,5,Not at intersection,3,100,272204.0,N,2712543.415,2399384.045,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.88236,147.41636,3875.0
T20140013128,26/6/14,06.40.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,697,F,10,5,Dark No street lights,272655,1,2,1,0,0,1,1,5,Not at intersection,2,80,272655.0,N,2469004.891,2438268.367,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.55579,144.64918,3437.0
T20140013227,26/6/14,18.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,21,G,12,2,Dusk/Dawn,273649,2,2,0,2,0,0,1,5,Not at intersection,3,80,273649.0,N,2511979.36,2417748.817,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.74112,145.13592,3106.0
T20140013688,23/9/13,04.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,14,D,2,5,Dark No street lights,273275,1,1,0,1,0,0,2,5,Not at intersection,3,100,273275.0,N,2483677.225,2421957.647,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.70313,144.81489,3036.0
T20140013874,6/7/14,03.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,337,C,12,5,Dark No street lights,272792,5,5,1,1,0,3,1,5,Not at intersection,2,110,272792.0,N,2463566.004,2422833.638,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.69467,144.58686,3338.0
T20140014206,16/6/14,07.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,60,B,5,2,Dusk/Dawn,272988,1,1,0,1,0,0,2,5,Not at intersection,3,100,272988.0,N,2462568.841,2476297.53,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.21286,144.57824,3444.0
T20140014229,10/7/14,17.55.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,92,E,6,2,Dusk/Dawn,272996,1,4,0,3,0,1,1,5,Not at intersection,3,100,272996.0,N,2395140.709,2355408.321,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.296890000000005,143.80139,3242.0
T20140014551,10/7/14,05.10.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,215,E,9,5,Dark No street lights,273044,1,1,0,1,0,0,1,5,Not at intersection,3,100,273044.0,N,2538717.276,2379868.854,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.08167,145.44128999999998,3810.0
T20140014651,8/5/14,18.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,85,B,4,2,Dusk/Dawn,273298,1,1,0,1,0,0,2,5,Not at intersection,3,999,273298.0,N,2769317.785,2420246.082,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.67977,148.05381,3887.0
T20140015030,21/7/14,18.27.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,21,E,7,2,Dusk/Dawn,273594,1,2,2,0,0,0,1,5,Not at intersection,2,100,273594.0,N,2430104.896,2626309.565,GANNAWARRA,NORTHERN REGION,RURAL_VICTORIA,-35.85908,144.2262,3568.0
T20140015307,19/3/14,07.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,424,K,3,2,Dusk/Dawn,273676,1,1,0,1,0,0,1,5,Not at intersection,3,100,273676.0,N,2458143.689,2446717.195,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.47923,144.52671999999998,3437.0
T20140015368,26/7/14,06.35.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,315,D,11,2,Dusk/Dawn,273785,1,1,0,1,0,0,1,5,Not at intersection,3,80,273785.0,N,2542232.264,2384059.129,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.04377,145.48111,3810.0
T20140015370,26/7/14,08.10.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,59,C,7,2,Dusk/Dawn,273786,1,1,0,1,0,0,1,5,Not at intersection,3,80,273786.0,N,2421832.943,2460708.522,HEPBURN,WESTERN REGION,RURAL_VICTORIA,-37.35083,144.11763,3461.0
T20140015695,25/7/14,22.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,89,F,4,5,Dark No street lights,274183,1,1,0,1,0,0,2,2,T intersection,3,100,274183.0,I,2259435.784,2368599.097,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.15276,142.25516000000002,3283.0
T20140015725,6/7/14,13.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,417,H,4,1,Day,274047,1,1,1,0,0,0,2,2,T intersection,2,999,274047.0,I,2510254.576,2466921.727,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.29804,145.11567,3658.0
T20140015851,1/8/14,15.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,82,B,11,1,Day,274064,2,2,0,1,0,1,1,5,Not at intersection,3,80,274064.0,N,2521952.54,2393737.18,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95728,145.2498,3802.0
T20140015957,2/8/14,18.20.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,100,F,5,5,Dark No street lights,274168,1,3,1,0,0,2,1,5,Not at intersection,2,100,274168.0,N,2352575.142,2306087.665,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.73523,143.30489,3237.0
T20140016035,1/8/14,05.10.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,58,D,5,5,Dark No street lights,274114,1,1,0,1,0,0,1,5,Not at intersection,3,100,274114.0,N,2388081.755,2477245.933,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.19838,143.73915,3371.0
T20140016123,5/8/14,09.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,277,D,9,1,Day,275560,1,1,0,1,0,0,1,5,Not at intersection,3,100,275560.0,N,2542289.924,2423899.201,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.68482,145.47948,3770.0
T20140016264,5/8/14,06.20.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,83,G,8,2,Dusk/Dawn,274870,2,2,2,0,0,0,1,5,Not at intersection,2,100,274870.0,N,2704131.747,2396704.195,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.90838,147.32151000000002,3864.0
T20140016347,7/8/14,20.20.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,90,C,7,5,Dark No street lights,274478,1,3,1,0,0,2,1,5,Not at intersection,2,100,274478.0,N,2295382.418,2347428.661,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.35205,142.65919,3265.0
T20140016642,27/7/14,17.50.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,84,E,6,5,Dark No street lights,274882,1,1,0,1,0,0,2,5,Not at intersection,3,100,274882.0,N,2746886.647,2410114.824,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.777229999999996,147.803,3885.0
T20140016665,7/8/14,18.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,58,H,6,5,Dark No street lights,274515,2,2,0,1,0,1,1,5,Not at intersection,3,100,274515.0,N,2407641.363,2470189.276,HEPBURN,WESTERN REGION,RURAL_VICTORIA,-37.2641,143.95862,3364.0
T20140016854,14/8/14,18.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,50,C,3,5,Dark No street lights,274508,1,1,1,0,0,0,1,5,Not at intersection,2,100,274508.0,N,2688292.008,2542503.601,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.59818,147.10478,3691.0
T20140017459,23/8/14,13.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,61,G,5,1,Day,277978,1,1,0,1,0,0,1,5,Not at intersection,3,100,277978.0,N,2531839.35,2477283.905,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.20418,145.35871,3717.0
T20140017576,21/8/14,18.35.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,80,D,2,9,Unknown,275552,1,1,1,0,0,0,2,5,Not at intersection,2,100,275552.0,N,2562506.046,2440538.602,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.53375,145.70728,3779.0
T20140017765,24/8/14,13.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,97,G,7,1,Day,274803,1,1,0,1,0,0,2,5,Not at intersection,3,999,274803.0,N,2615601.53,2348086.694,LATROBE,EASTERN REGION,RURAL_VICTORIA,-38.36155,146.32255,3869.0
